語,漢字・原文,備註,發音,中文意思
てきかく,的確,,0,(適合法律等規定的資格)合格、適合
てきぎ,適宜,,1,適宜、適學、合適、隨意、隨便
できごと,出来事,,2,事件、變故
テキスト,text,,"1,2",課本、原文
てきする,適する,,3,適合、適當
てきせい,適性,,0,適合、(某人)的性質、(某種工作)的性質、性格
てきど,適度,,1,適度、適當的程度
てきとう,適当,,0,適度、適合適宜、正好、正是時侯、隨便
できもの,出来物,,"2,3,4",疔瘡、膿腫、癤子
てきよう,適用,,0,(法律、規則)適用、應用
できる,出来る「英語ができる」,,2,會、能、成績好、有才能
できる,出来る「銀行ができる」,,2,做成、建立、建成、形成、出現、生產、出產
できる,出来る「発生」,,2,發生、有(事)
できるだけ,出来るだけ,,0,盡可能
できれば,出来れば,,2,可以的話
てぎわ,手際,,0,手法、技巧、手腕、本領
でぐち,出口,,1,出口
てくび,手首,,1,手腕
でくわす,出会す,,"0,3",偶遇
でこぼこ,凸凹,,"0,1",凹凸不平
デコレーション,decoration,,3,裝飾
てごろ,手頃,,0,可手、合手、適合
デザート,dessert,,2,點心
デザイン,design,,2,設計、圖案、式樣
でし,弟子,,2,徒弟
てじな,手品,,1,戲法
てじゅん,手順,,"0,1",程序、步驟
てじょう,手錠,,0,手銬
てすう,手数,,2,費事、麻煩
ですから,ですから,,1,所以、因此
テスト,test,,1,考試、檢查
でたらめ,出鱈目,,0,荒唐、不可靠
てぢか,手近,,0,身旁、常見
てちょう,手帳,,0,手冊
てつ,鉄,,0,鐵
てつがく,哲学,,"0,2",哲學、人生觀
てっきょう,鉄橋,,0,鐵橋
てっきり,てっきり,,3,一定、肯定
てっこう,鉄鋼,,0,鋼鐵
デッサン,dessin,フランス語,1,素描
てっする,徹する,,"0,3",透徹、徹底
てつだい,手伝い,,3,幫忙
てつだう,手伝う,,3,幫助
てつづき,手続き,,2,手續、程序
てってい,徹底,,0,徹底、全面
てつどう,鉄道,,0,鐵道
てっぺん,天辺,,3,頂
てつぼう,鉄棒,,0,鐵棒、單槓
てっぽう,鉄砲,,0,步槍
てつや,徹夜,,0,徹夜、通宵
でなおし,出直し,,0,再來、重做
テニス,tennis,,1,網球
テニスコート,tenniscourt,,4,網球場
てぬぐい,手拭,,0,布手巾
てのひら,掌,,1,手掌
では,では,感動詞,1,那麼
では,では,接続詞,1,如果那樣
では，また。,では，-又。,挨拶語,1--0,那麼、再見
デパート,departmentstore,,2,百貨公司
てはい,手配,,"1,2",籌備、部署
てはず,手筈,,1,步驟、程序
てびき,手引き,,1,響往、指導、入門
てぶくろ,手袋,,2,手套
てほん,手本,,2,字帖、模範、標準
てま,手間,,2,勞力、零工、工資
てまえ,手前,,0,跟前、本事
てまわし,手回し,,2,用手轉動、佈置
でむかえ,出迎え,,0,迎接
でむかえる,出迎える,,3,迎接
デモ,demonstration,,1,(示威)遊行、示範、公開表演賽
でも,でも,接続詞,1,但是、譬如、或者
てもと,手元,,3,手頭
デモンストレーション,demonstration,,6,示範
てら,寺,,2,寺院、佛院
てらす,照らす,,2,照耀
てりかえす,照り返す,,"0,3",反射
てる,照る,,1,照耀、晴天
でる,出る,,1,出去、出來
テレックス,telex,,2,國際電信、電傳(機)
テレビ,television,,1,電視
てわけ,手分け,,3,分工
てん,点,,0,分數、點、標點
てん,〜店,,,商店、店舖
てん,天,,1,天空
てんいん,店員,,0,店員
でんえん,田園,,0,田園、農村、郊外
てんか,点火,,0,點火
てんか,天下,,1,天下、全世界、全國
てんかい,展開,,0,展開、推動
てんかい,転回,,0,轉變、轉向
てんかん,転換,,0,轉換、變換
てんき,天気,,1,天氣、情緒、晴天
でんき,電気,,1,電、電力、電燈
でんき,伝記,,0,傳、傳記
でんきゅう,電球,,0,電燈泡
てんきょ,転居,,"0,1",搬家、遷居
てんきよほう,天気予報,,4,天氣預報
てんきん,転勤,,0,轉調、調動工作
てんけい,典型,,0,典型
てんけん,点検,,0,點檢、逐一檢查、查點、請點
でんげん,電源,,0,電源
てんこう,天候,,0,氣候、天氣
てんこう,転校,,0,轉校、轉學
てんごく,天国,,1,天國、天堂、理想境界
でんごん,伝言,,0,傳話、口信
てんさい,天才,,0,天才
てんさい,天災,,0,天災、自然災害
てんじ,展示,,0,展示、展覽、展出
でんし,電子,,1,電子
でんしゃ,電車,,"0,1",(有軌的)電車
てんじょう,天井,,0,頂棚、天花板
てんじる・ずる,転じる・転ずる,,0,改變、轉換、遷居、搬家
てんすう,点数,,3,分數
でんせつ,伝説,,0,傳說
てんせん,点線,,0,虛線
でんせん,伝染,,0,傳染、沾染
でんせん,電線,,0,電線、電纜
てんたい,天体,,0,天體
でんたく,電卓,,0,電子計算機
でんたつ,伝達,,0,傳達、傳遞
てんち,天地,,1,天地、天和地、世界、社會、上下
でんち,電池,,1,電池
でんちゅう,電柱,,0,電線桿
てんで,てんで,,0,簡直…、根本…、完全…、非常
てんてん,点々,,"0,3",點點、稀疏
てんてん,転々,,"0,3",轉來轉去、轉游、來回滾動
テント,tent,,1,帳篷
でんとう,電灯,,0,電燈
でんとう,伝統,,0,傳統
てんにん,転任,,0,轉勤、調動工作
てんねん,天然,,0,天然、自然
てんのう,天皇,,3,(日本)天皇
でんぱ,電波,,1,電波
テンポ,tempo,イタリア語,1,速度、節拍
てんぼう,展望,,0,展望、眺望、遠望、瞭望
でんぽう,電報,,0,電報
でんらい,伝来,,0,傳來、傳入、祖傳、留學
てんらく,転落,,0,滾下、摔下、掉下、淪為、墮落
てんらんかい,展覧会,,3,展覽會
でんりゅう,電流,,0,電流
でんりょく,電力,,1,電、電力
でんわ,電話,,0,電話
と,戸,,0,門、大門、戶、窗戶
と,都,,1,都（行政区画之一）
と,と,接続詞,,若是、一…就、立即、馬上、也、都、要、想
ど,〜度,,,尺度
ど,度,,0,度、度數、尺、尺度、態度、器量、程度、角度、回數、次數
ドア,door,,1,門
ドアー,door,,1,門
とい,問,,0,問、問題
といあわせ,問合せ,,0,打聽、詢問
といあわせる,問合せる,,5,打聽、詢問
トイレ,toilet,,1,廁所
とう,問う,,0,詢問、追查
とう,党,,1,政黨
とう,塔,,1,塔
とう,〜島,,,島
とう,〜等,,,等、之類
とう,〜頭,,,頭
とう,棟,,1,建築物的數量詞
どう,どう,指示詞、副詞,1,怎樣、如何
どう,胴,,1,軀體、腹部
どう,銅,,1,銅
どう,〜道,,,道
とう〜,当〜,,1,得當、該〜
どう〜,同〜,,1,同
とうあん,答案,,0,答案、試卷
どうい,同意,,0,同意、贊成
（いいえ）どういたしまして。,（いいえ）何う-致しまして。,挨拶語,(3)1--4,不用客氣
どういたしまして。,何う-致しまして。,挨拶語,1--4,不用謝、不敢當
とういつ,統一,,0,統一
どういつ,同一,,0,同一、同樣
どういん,動員,,0,動員、調動
どうか,どうか,,1,請、想點辨法、奇怪
どうかく,同格,,0,同格、等級相同
どうかん,同感,,0,同感
とうき,陶器,,1,陶器
とうぎ,討議,,1,討論
どうき,動機,,"0,1",動機、起因
とうきゅう,等級,,0,等級
どうきゅう,同級,,0,同班、同級
どうきょ,同居,,0,同住、同居
どうぐ,道具,,3,工具、道具、家具
とうげ,峠,,3,山路的最高處、極點
とうけい,統計,,0,統計
とうこう,登校,,0,上學
とうごう,統合,,0,合併、集中
どうこう,動向,,0,動向
どうさ,動作,,"0,1",動作
とうざい,東西,,1,東和西、東方和西方
とうさん,倒産,,0,倒閉、破產
とうし,投資,,0,投資
とうじ,当時,,1,當時、那時、目前
どうし,動詞,,0,動詞
どうし,同志,,1,同志
どうし,同士,,1,同伴
どうじ,同時,,"0,1",同時、同時代、同時期
とうじつ,当日,,0,當天
どうして,どうして,,1,為什麼、如何的、相反
どうしても,どうしても,,4,無論如何也、務必、
とうしょ,投書,,0,投書、投稿
とうじょう,登場,,0,登台、上市
どうじょう,同情,,0,同情
どうじょう,道場,,1,道場、武術場
どうせ,どうせ,,0,終歸、無論如何、反正
とうせい,統制,,0,統制、管制
とうせん,当選,,0,當選
とうぜん,当然,,0,當然
どうぞ,どうぞ,,1,請、可以、請吧、設法
とうそう,逃走,,0,逃跑
とうそつ,統率,,0,統率
とうだい,灯台,,0,燈台、燈塔
とうたつ,到達,,0,到達、收到
とうち,統治,,1,統治
とうちゃく,到着,,0,到達、抵達
どうちょう,同調,,0,贊同、同一步調、同一曲調
とうてい,到底,,0,無論如何也、怎麼也
どうてき,動的,,0,動的、活動的
とうとい,尊い・貴い,,3,珍貴、寶貴
とうとう,とうとう,副詞,1,終於、到底
どうとう,同等,,0,同等
どうどう,堂々,,0,堂堂、光明磊落
どうとく,道徳,,0,道德
とうとぶ,尊ぶ,,3,重要、尊重
とうなん,盗難,,0,被盜、失盜
どうにか,どうにか,,1,總算、設法
とうにゅう,投入,,0,投進、投入
どうにゅう,導入,,0,引進、導入
とうにん,当人,,1,本人
とうばん,当番,,1,值班
とうひょう,投票,,0,投票
どうふう,同封,,0,附在信內
どうぶつ,動物,,0,動物
どうぶつえん,動物園,,4,動物園
とうぶん,等分,,0,等分、平分
とうぼう,逃亡,,0,逃亡
とうみん,冬眠,,0,冬眠
とうめい,透明,,0,透明
どうめい,同盟,,0,同盟
どうも,どうも,副詞//感動詞,1,怎麼也、總是、實在//實在、太、謝謝
どうやら,どうやら,,1,好歹、好不容易
とうゆ,灯油,,0,燈油、煤油
とうよう,東洋,,1,東洋
どうよう,童謡,,0,童謠
どうよう,同様,,0,同樣
どうよう,動揺,,0,搖動、動搖不安
どうりょう,同僚,,0,同事
どうりょく,動力,,1,動力、原動力
どうろ,道路,,1,道路
とうろく,登録,,0,登記、註冊
とうろん,討論,,1,討論
どうわ,童話,,0,童話
とお,十,,1,十、十歲
とおい,遠い,,0,遠、長、久
とおか,十日,,0,十天、十號
とおく,遠く,,3,遠處、遠地
とおざかる,遠ざかる,,4,遠離、疏遠
とおす,通す,,1,通、通過
とおまわり,遠回り,,3,繞遠、繞道
とおり,通り「次の〜」,,1,一樣
とおり,通り「道」,,3,大街、馬路
とおり,〜通り,助数詞,,種類、種
とおりかかる,通り掛かる,,"0,5",從那裡走過
とおりすぎる,通り過ぎる,,0,走過、越過、超過
とおる,通る,,1,通過、暢通、通順
トーン,tone,,1,音調、語氣、色調
とかい,都会,,0,都會
とかく,兎角,,0,這個那個、常常、種種、總之
とかす,溶かす,,2,溶化、溶解
とがめる,咎める,,3,責備、申斥、盤問
とがる,尖る,,2,尖、銳、敏感
とき,〜時,,,時
とき,時,,2,時、時間、時期、時候
ときおり,時折,,0,有時、偶爾
ときどき,時々,副詞//名詞,0//2,有時候、時常//應時
どきどき,どきどき,,1,七上八下
とぎれる,とぎれる,,3,間斷
とく,溶く,,1,溶解
とく,解く,,1,解
とく,得,,0,收益、有利
とく,説く,,1,說明
とぐ,研ぐ,,1,擦亮
どく,退く,,0,躲開、讓開
どく,毒,,2,毒、病毒
とくい,得意,,"0,2",擅長
とくぎ,特技,,1,特技
どくさい,独裁,,0,獨斷、獨裁
とくさん,特産,,0,特產
どくじ,独自,,"0,1",獨自
どくしゃ,読者,,0,讀者
とくしゅ,特殊,,0,特殊
とくしゅう,特集,,0,特集
どくしょ,読書,,1,讀書
とくしょく,特色,,0,特色
どくしん,独身,,0,獨身
どくせん,独占,,0,獨占
どくそう,独創,,0,獨創
とくちょう,特徴//特長,,0,特徴//特長
とくてい,特定,,0,特定
とくてん,得点,,0,得分
どくとく,独特,,0,獨特
とくに,特に,,1,特別、尤其
とくは,特派,,"0,1",特派
とくばい,特売,,0,特賣
とくべつ,特別,,0,特別、特殊
とくゆう,特有,,0,特有
どくりつ,独立,,0,獨立、獨自
とげ,棘「〜を刺す」,,2,刺
とけい,時計,,0,時鐘、鐘錶
とけこむ,溶込む,,"0,3",融洽
とける,溶ける//解ける,,2,融解、融化//解開、解決
とげる,遂げる,,"0,2",完成
どける,退ける,,0,移開
どこ,何処,,1,何處、那裡
どこか,何処か,,1,哪裡
とこのま,床の間,,0,壁龕
とこや,床屋,,0,理髮店
ところ,所,,3,地點、地方、場所
ところ,〜所,,,〜地方
ところが,所が,,3,可是
どころか,〜所か,,,不但…反而…、豈止、不但…就是
ところで,所で,,3,那麼、可是
ところどころ,所々,,4,這裡那裡、各處
とざん,登山,,"0,1",登山
とし,年,,2,年
とし,都市,,1,都市
としごろ,年頃,,0,年紀
としつき,年月,,2,年月、光陰
とじまり,戸締り,,2,關門、鎖門
としょ,図書,,1,圖書
とじょう,途上,,0,途中
としょかん,図書館,,2,圖書館
としより,年寄り,,"3,4",老人
とじる,閉じる,,2,關閉
とじる,綴じる,,2,訂綴、裝訂
としん,都心,,0,(大城市)市中心
どだい,土台,,0,地基、基礎、本來
とだえる,途絶える,,"2,3",斷絕
とだな,戸棚,,0,廚櫃
とたん,途端,,0,〜的時候
とち,土地,,0,土地、當地、地區
とちゅう,途中,,0,途中
どちら,何方,,1,哪邊、哪個
とっきゅう,特急,,0,特快
とっきょ,特許,,1,特別許可、專利
とっくに,疾っくに,,3,老早
とっけん,特権,,0,特權
とっさ・に,咄嗟・に,,0,瞬間、突然
とつじょ,突如,,1,突然、冷不防
とつぜん,突然,,0,突然
どっち,何方,,1,哪邊
（に）とって,（〜に）取って,,1,對〜來說
どっと,どっと,,"0,1",一齊
とっぱ,突破,,"0,1",突破
トップ,top,,1,頂端、首席、最高級(的)、當紅
どて,土手,,0,堤壩
とても,とても,,0,非常、總之、（與否定呼應）無論如何也
とどく,届く,,2,到達、周密
とどけ,届け,,3,申報
とどける,届ける,,3,遞送、申報
とどこおる,滞る,,"0,3",拖延、拖欠
ととのう,整う,,3,整齊
ととのえる,整える,,"3,4",整理、準備
とどまる,留まる,,3,停止、停留、止於
とどめる,止める,,3,停下、留住
となえる,唱える,,2,誦、高呼、提倡
どなた,どなた,,1,哪位
となり,隣,,0,鄰近、鄰居
どなる,怒鳴る,,2,怒吼
とにかく,兎に角,,1,總之
どの,何の「どの人」,指示詞,1,哪個、哪位
どの,〜殿,,,〜先生（多用於公文中）
とのさま,殿様,,0,大人
とばす,飛ばす,,0,使〜飛、飛濺、奔馳
とびこむ,飛び込む,,3,跳入、闖入、加入
とびだす,飛び出す,,3,起飛、跳出
どひょう,土俵,,0,土俵(相撲比試場)
とびら,扉,,0,門
とぶ,飛ぶ,,0,飛翔、飛行
どぶ,溝,,1,水溝
とほ,徒歩,,1,徒歩
どぼく,土木,,1,土木
とぼける,惚ける,,3,發呆、遲鈍
とぼしい,乏しい,,3,缺乏、貧困
とまどい,戸惑い,,"0,3",困惑
とまる,止まる,,0,停止、止住
とまる,泊まる,,0,住宿、停泊
とめる,止める,,0,停止、停住、閉上
とめる,止める//留める//泊める,,0,停止、閉住//把…固定住、留下//留宿
とも,友,,1,朋友
とも,共,,"0,1",相同之意
ともかく,兎も角,,1,總之、不管怎樣
ともかせぎ,共稼ぎ,,"0,3,5",雙薪家庭
ともだち,友達,,0,朋友
ともなう,伴う,,3,伴隨
ともに,共に,,0,共同、全
ともばたらき,共働き,,"0,1",一起工作
どよう//ど,土曜//土,,2//0,星期六
どようび,土曜日,,2,星期六
とら,虎,,0,虎
ドライ,dry,,2,乾燥、乾旱
ドライクリーニング,drycleaning,,5,乾洗
ドライバー,driver,,"0,2",運轉手、螺絲起子、木頭球棒
ドライブ,drive,,2,驅車旅行、開車兜風
ドライブイン,drive-in,,"4,5",休息站
とらえる,捕らえる,,"2,3",捉住
トラック,truck/track,,2,卡車//路跑、磁路、軌道
トラブル,trouble,,2,麻煩、紛爭、問題
ドラマ,drama,,1,(連續)電視劇
トランジスター,transistor,,4,半導體、電晶體
トランプ,trump,,2,樸克牌
とり,鳥,,0,鳥
とりあえず,取り敢えず,,"3,4",暫且
とりあげる,取り上げる,,"0,4",拿起
とりあつかい,取り扱い,,0,處理
とりあつかう,取り扱う,,"0,5",對待
とりい,鳥居,,0,牌坊
とりいれる,取り入れる,,"0,4",收割
とりかえ,取り替え,,0,替換
とりかえる,取り替える,,"0,3",更換、交換
とりくむ,取り組む,,"0,3",專心致力
とりけす,取り消す,,"0,3",取消
とりしまり,取り締まり,,0,取締
とりしまる,取り締まる,,"0,4",管理
とりしらべる,取り調べる,,"0,5",調查
とりだす,取り出す,,"0,3",取出、抽出
とりたてる,取り立てる,,"0,4",徵收、提出、提拔
とりつぐ,取り次ぐ,,"0,3",傳達
とりつける,取り付ける,,"0,4",經常
とりにく,鳥肉,,0,雞肉
とりのぞく,取り除く,,"0,4",除去
とりひき,取り引き,,2,交易
とりまく,取り巻く,,"0,3",包圍、奉承
とりまぜる,取り混ぜる,,"0,4",混雜
